1255601,3,1,8424,23169,93,136,9741,1878,1630,1382,47459,13633,7508,12405,2039,290,10998,43923,9676,9289,71859,11086,1909,575,11386,795,3170,4.164241773434536,4.080888697257045,3.9453340261672634,3.936839673463254,3.9306023286259,3.900107433563279,3.8824934530152544,3.881539996508455,3.879623241203391,3.8537817345587855,3.8416070775079185,3.836637034991401,3.834245144981577,3.8322619835042637,3.8318178231460207,3.8207461224584347,3.8191745413088856,3.8114890452947607,3.8038102620811793,3.801413809943378,3.800720863751759,3.792552031930373,3.78801827868056,3.783356827080674,3.7812759142412595
1255601,7,2,3989,9255,13633,10196,9289,5551,707,8963,49013,4169,1060537,38356,9718,253,1452,120,1273,36647,1370,19908,55931,857,4614,1735,14560,3.9813450305975424,3.911012715695984,3.8537817345587855,3.8233328571074767,3.8114890452947607,3.7987488883896066,3.7819111147337927,3.7657077914644277,3.744375634772395,3.741981258102899,3.7404408054814056,3.7208828244481453,3.717346092292972,3.6915850878686194,3.6901337850026543,3.6837111240460843,3.6776209175199637,3.675070605050517,3.6660732609277003,3.663535481948714,3.6594755137651287,3.646903628729525,3.6458483649845626,3.6414137530036115,3.638959103423162
1255601,18,3,9255,9289,57212,10687,857,10592,625,651,205,576,37368,676,423,1371,12100,5925,1106218,1026214,7555,1002407,600,1051323,1116,4476,4588,3.911012715695984,3.8114890452947607,3.6889041360547266,3.6753762898024647,3.646903628729525,3.641641362910178,3.632894859198379,3.6201893879483524,3.6076402659718476,3.606936604701167,3.570086677607504,3.5612025221577537,3.548777605688508,3.548192654165925,3.547646336284271,3.545821955019021,3.5155251646439627,3.5151360372671805,3.4975821096349855,3.494730076356834,3.4917781743963205,3.4911529404884685,3.4904525821517027,3.4894274129572946,3.4834757997344252
1255601,25,4,10776,9768,14301,4688,11360,252,32909,8587,10198,11113,118,64328,9837,16,1125,9479,1833,88,10539,525,10144,8363,408,19666,11631,3.999119393756657,3.711910349438494,3.6731622935052575,3.652839305318146,3.64311872392342,3.529412050313701,3.503556301687691,3.4924063424885516,3.487824745467722,3.48185060448005,3.460358731970831,3.4482373831315565,3.443786481503411,3.4139069201434387,3.366445801488313,3.3648975135563095,3.344349363712185,3.3288820213894335,3.2830399027702732,3.2817544833184598,3.277702390632709,3.273699692111794,3.2647990661414488,3.2640685043465085,3.258087105882774
1255601,11,5,3989,64648,1878,10865,10196,5551,707,49013,38356,10191,175,12445,12,253,1452,120,1273,51120,1370,9285,64353,55931,329,9693,857,3.9813450305975424,3.9209202722023146,3.900107433563279,3.838750380220433,3.8233328571074767,3.7987488883896066,3.7819111147337927,3.744375634772395,3.7208828244481453,3.710568557322577,3.705189833615161,3.6998548729827427,3.698248701613097,3.6915850878686194,3.6901337850026543,3.6837111240460843,3.6776209175199637,3.673006251672356,3.6660732609277003,3.6633960500090774,3.6632768924372545,3.6594755137651287,3.649015388560334,3.647433946929668,3.646903628729525
1255601,9,6,11974,9741,47459,13633,12405,10998,9676,71859,5551,575,11386,11917,795,707,1026951,302,8963,1700,1003899,4169,1060537,116,85153,10307,253,3.943965524242751,3.9306023286259,3.879623241203391,3.8537817345587855,3.836637034991401,3.8318178231460207,3.8191745413088856,3.8038102620811793,3.7987488883896066,3.792552031930373,3.78801827868056,3.78790292098308,3.783356827080674,3.7819111147337927,3.780731033104581,3.7771514574230314,3.7657077914644277,3.756339719011057,3.7443891365664204,3.741981258102899,3.7404408054814056,3.72516055097146,3.7067690471796264,3.697525499826512,3.6915850878686194
1149394,3,1,80,10687,9454,1023336,10503,10998,968,142,62568,1118526,1555,4538,2322,1097104,9366,10950,11259,293,1104990,113,50619,19666,24238,1096277,553,4.28551115047016,4.266044717523111,4.237660811007165,4.1532090039993825,4.108684518770109,4.099519173403624,4.098856428839864,4.096740305387792,4.089781519461954,4.050701969781715,4.049249281478919,4.0482406916725,4.045495473915473,4.044793274337147,4.03184483993428,4.028094092843566,4.014957382119744,3.9815103063643966,3.980726079373801,3.97832397356114,3.9654153750048553,3.9628014537550644,3.9602261328041544,3.9572717201358967,3.9517340959440497
1149394,7,2,707,2048,62568,8698,6795,4108,1141457,9273,90,1083591,10590,944,8292,14636,38356,29424,14560,11589,1160674,1119279,364,180,8337,10456,11690,4.210521158177733,4.121344242148773,4.089781519461954,4.061600700882015,4.031111939935024,3.9828524002672734,3.9599787138810623,3.9461298965351363,3.9380370728412037,3.9365443176511357,3.935998300418089,3.9298719958704997,3.916529446827511,3.9155881648900097,3.9001576670713916,3.8899541391343657,3.8790979807053647,3.8765312170208888,3.875852292383756,3.8730146915355603,3.8727630402127997,3.8716513652932707,3.86301887029581,3.8472415557917854,3.8465151778572375
1149394,6,3,9454,10503,62568,14052,9282,1555,4538,2322,1097104,6795,812,52449,1017096,4108,11000,8871,24238,9273,10030,90,1083591,9836,4256,6488,44214,4.237660811007165,4.108684518770109,4.089781519461954,4.073371934816336,4.056929958371861,4.049249281478919,4.0482406916725,4.045495473915473,4.044793274337147,4.031111939935024,4.016976524788451,4.012589884632287,3.9862078258731026,3.9828524002672734,3.976414559691812,3.9744293216950903,3.9602261328041544,3.9461298965351363,3.9436191219955052,3.9380370728412037,3.9365443176511357,3.9334628592636953,3.929922556211774,3.9286038471373224,3.927405602754813
1149394,11,4,707,4538,41216,6795,812,11259,50619,1141457,9273,1083591,9836,20352,773,38356,29424,11589,1160674,1771,9543,37834,766,668,673,11619,64609,4.210521158177733,4.0482406916725,4.039630475610151,4.031111939935024,4.016976524788451,4.014957382119744,3.9654153750048553,3.9599787138810623,3.9461298965351363,3.9365443176511357,3.9334628592636953,3.9132323044509447,3.9080130256910084,3.9001576670713916,3.8899541391343657,3.8765312170208888,3.875852292383756,3.8363130984508214,3.8239399475814126,3.8180060474254662,3.8142784144686672,3.813013290964861,3.7990148629255476,3.7988529753873803,3.7889883789817085
1149394,15,5,80,142,1555,1097104,812,11259,50619,19666,1096277,319,10030,1083591,9836,1011139,703,19255,43923,27585,88,2044,12556,3638,4787,48988,7985,4.28551115047016,4.096740305387792,4.049249281478919,4.044793274337147,4.016976524788451,4.014957382119744,3.9654153750048553,3.9628014537550644,3.9572717201358967,3.946758232203216,3.9436191219955052,3.9365443176511357,3.9334628592636953,3.9180861353400087,3.888482629189767,3.8749019623300534,3.873774522677914,3.870225840752382,3.8653820822846225,3.8647440708285687,3.8583202823625045,3.857148403556117,3.853920343599678,3.8520815278125666,3.845081058391059
1149394,20,6,1023336,2048,62568,830,1118526,2322,1096277,553,9273,1010959,44214,8292,78374,16309,180,27585,11386,12556,3432,2654,10675,1017161,638,11336,622,4.1532090039993825,4.121344242148773,4.089781519461954,4.061623419025436,4.050701969781715,4.045495473915473,3.9572717201358967,3.9517340959440497,3.9461298965351363,3.9283584061993357,3.927405602754813,3.916529446827511,3.8967107932518084,3.8786800099475287,3.8716513652932707,3.870225840752382,3.8643020084051574,3.8583202823625045,3.858009117488078,3.852605602405801,3.845351527781769,3.8444086560993616,3.834343944192466,3.82954104507254,3.8054205664596745
1371248,6,1,88494,5851,1064227,4256,18785,10503,43923,289,9285,1008021,403,88350,10386,59108,196,16614,11013,9346,2758,2898,37056,10191,9007,116,1124184,4.115817553370992,4.0443134265870695,3.9902405413654143,3.9576410920034073,3.9319717548197453,3.885119054391012,3.87757968024275,3.8207949520254942,3.808425603413909,3.789455927751899,3.7833308824225336,3.781160287833685,3.7794973799509477,3.7751741751144077,3.773233306089678,3.7202008610678106,3.7042705209192164,3.6941113938370784,3.6910350784641364,3.6885545567906663,3.6831140631953696,3.675165978234199,3.673120138829407,3.6719845130447477,3.6695258260487122
1371248,3,2,35181,10998,278,22798,142,18533,26171,9461,9357,596,10503,398,43923,16,10518,7345,1725,1374,4816,289,1537,9100,12144,11336,403,3.9973039005825206,3.9883406411111024,3.9663926359669017,3.960583693960727,3.9527806119997417,3.933850160859175,3.913447478556105,3.9061173005045404,3.903838035838769,3.887293406684669,3.885119054391012,3.8830864576588615,3.87757968024275,3.8719938562804517,3.869065068764863,3.852828204926024,3.8291818357794134,3.8269698844161826,3.8264183485525862,3.8207949520254942,3.8091748144365503,3.8048757966239846,3.8024978024184892,3.7922205867223484,3.7833308824225336
